part,kind,token,ov_iso,ov_white,ov_row,err,err_rowshare
prompt,ordinary, a,0.21241,0.027917,0.7356,0.76282,0.3445
prompt,ordinary, ,0.00057404,0.0091806,0.89161,0.63968,0.3352
prompt,ordinary,300,0.086368,0.0082898,0.54064,0.74374,0.3522
prompt,ordinary,+,0.063273,0.009817,0.31326,0.47238,0.0485
prompt,ordinary, word,0.078947,0.014891,0.21345,0.47812,0.0744
prompt,ordinary, summary,0.2219,0.05648,0.26259,0.55875,0.0832
prompt,ordinary, of,0.23017,0.056638,0.21864,0.4428,0.0263
prompt,ordinary, the,0.17443,0.035513,0.4859,0.45637,0.3234
prompt,ordinary, wikipedia,0.29211,0.067092,0.2562,0.56905,0.0680
prompt,ordinary, page,0.1441,0.034123,0.37588,0.50633,0.1222
prompt,ordinary," """,0.19451,0.0436,0.83424,0.86083,0.3964
prompt,ordinary,https,0.064295,0.024543,0.42032,0.612,0.1763
prompt,ordinary,://,0.28123,0.058471,0.40143,0.50432,0.1168
prompt,ordinary,en,0.1001,0.0056444,0.55559,0.77608,0.2616
prompt,ordinary,.wikipedia,0.19401,0.039384,0.19591,0.53065,0.0014
prompt,ordinary,.org,0.25562,0.031225,0.75343,1.1573,0.3006
prompt,ordinary,/wiki,0.17465,0.018849,0.30238,0.76983,0.1504
prompt,ordinary,/R,0.076935,0.011061,0.36467,0.48227,0.0073
prompt,ordinary,ay,0.24978,0.062816,0.13302,0.73229,0.0986
prompt,ordinary,mond,0.18596,0.026054,0.14545,0.62606,0.0732
prompt,ordinary,_,0.052208,0.025987,0.88895,1.3021,0.3645
prompt,ordinary,III,0.18462,0.035058,0.40951,0.66389,0.0158
prompt,ordinary,",_",0.14493,0.02612,0.044382,0.63818,0.0706
prompt,ordinary,Count,0.15542,0.034488,0.35909,0.5641,0.0169
prompt,ordinary,_of,0.26105,0.045102,0.08053,0.66214,0.0386
prompt,ordinary,_T,0.16036,0.039572,0.94025,1.1879,0.3374
prompt,ordinary,rip,0.080263,0.0043081,0.2384,0.79351,0.1141
prompt,ordinary,oli,0.10921,0.0035414,0.25813,0.68901,0.0854
prompt,ordinary,""".",0.18485,0.060751,0.10025,0.44611,0.1301
prompt,ordinary, Do,0.25833,0.041796,0.17764,0.34835,0.0736
prompt,ordinary, not,0.25454,0.0033468,0.18588,0.53709,0.2267
prompt,ordinary, use,0.1704,0.034604,0.13072,0.32726,0.0362
prompt,ordinary, any,0.23493,0.01456,0.22759,0.34893,0.0270
prompt,ordinary, commas,0.14566,0.040539,0.11845,0.61832,0.1453
prompt,ordinary, and,0.11916,0.013914,0.2175,0.24523,0.0049
prompt,ordinary, highlight,0.11036,0.0043805,0.070487,0.38457,0.0015
prompt,ordinary, at,0.11334,0.0094218,0.13457,0.34861,0.0849
prompt,ordinary, least,0.13656,0.011334,0.32633,0.5218,0.2311
prompt,ordinary, ,0.10596,0.00075495,0.45505,0.52904,0.3087
prompt,ordinary,3,0.20307,0.012404,0.22599,0.34459,0.0413
prompt,ordinary, sections,0.26029,0.039134,0.25899,0.47778,0.0399
prompt,ordinary, that,0.15311,0.020319,0.033008,0.28384,0.0547
prompt,ordinary, has,0.094381,0.0015974,0.20207,0.36103,0.1199
prompt,ordinary, titles,0.18891,0.029799,0.32653,0.76232,0.3418
prompt,ordinary, in,0.070216,0.012302,0.21983,0.3546,0.1887
prompt,ordinary, markdown,0.099803,0.013611,0.019044,0.49385,0.0047
prompt,ordinary, format,0.23513,0.028763,0.046397,0.44817,0.0000
prompt,ordinary,",",0.059113,0.0077238,0.14944,0.21825,0.0807
prompt,ordinary, for,0.072064,0.00051156,0.32379,0.32452,0.1656
prompt,ordinary, example,0.29461,0.022808,0.16653,0.37601,0.0000
prompt,ordinary, *,0.13386,0.025304,0.21971,0.37257,0.0153
prompt,ordinary,highlight,0.11649,0.0032403,0.07247,0.53318,0.0062
prompt,ordinary,ed,0.15106,0.019834,0.28989,0.6449,0.0178
prompt,ordinary, section,0.13501,0.0095588,0.18837,0.38091,0.0097
prompt,ordinary, part,0.20775,0.027303,0.081922,0.38581,0.0015
prompt,ordinary, ,0.074922,0.01059,0.71674,0.84244,0.3590
prompt,ordinary,1,0.16695,0.011506,0.27753,0.4054,0.1047
prompt,ordinary,"*,",0.18054,0.041186,0.021081,0.55579,0.0667
prompt,ordinary, *,0.14866,0.027409,0.40093,0.53531,0.0920
prompt,ordinary,highlight,0.13568,0.0078056,0.066859,0.53309,0.0012
prompt,ordinary,ed,0.142,0.014116,0.25911,0.67926,0.0541
prompt,ordinary, section,0.12859,0.0032875,0.25388,0.389,0.0627
prompt,ordinary, part,0.20063,0.025058,0.011763,0.40173,0.0148
prompt,ordinary, ,0.073241,0.0087529,0.57704,0.60474,0.3167
prompt,ordinary,2,0.19587,0.011282,0.28133,0.40086,0.0865
prompt,ordinary,"*,",0.19221,0.029547,0.14788,0.62608,0.1605
prompt,ordinary, *,0.14388,0.022944,0.35829,0.52492,0.0638
prompt,ordinary,highlight,0.13568,0.0061317,0.054124,0.53843,0.0003
prompt,ordinary,ed,0.13508,0.013954,0.27366,0.67633,0.0524
prompt,ordinary, section,0.13045,0.0021623,0.28395,0.41604,0.1150
prompt,ordinary, part,0.1883,0.021099,0.013382,0.40271,0.0113
prompt,ordinary, ,0.078325,0.0084763,0.5055,0.51583,0.2777
prompt,ordinary,3,0.18078,0.0065802,0.23845,0.42589,0.1235
prompt,ordinary,*.,0.071683,0.0010421,0.074918,0.50103,0.0496
prompt,template,<|eot_id|>,0.05221,0.018341,2.7133,3.3966,0.3523
prompt,ordinary,<|start_header_id|>,0.064991,0.024388,3.1447,4.0815,0.3419
prompt,ordinary,assistant,0.033344,0.010723,0.22222,0.69527,0.0739
prompt,ordinary,<|end_header_id|>,0.062228,0.020705,2.4431,4.2726,0.3504
prompt,newline,\n\n,0.11802,0.028256,0.30626,0.35863,0.0027
resp,ordinary,Ray,0.17876,0.038698,0.33982,0.82699,0.2799
resp,ordinary,mond,0.20241,0.032636,0.21068,0.59971,0.0494
resp,ordinary, III,0.088883,0.01066,0.40948,0.51401,0.0143
resp,ordinary, Count,0.17493,0.03543,0.15649,0.48352,0.0303
resp,ordinary, of,0.12924,0.023595,0.059204,0.52501,0.0011
resp,ordinary, Trip,0.11236,0.008835,0.036439,0.39925,0.0020
resp,ordinary,oli,0.13117,0.013686,0.30975,0.68631,0.1324
resp,ordinary, was,0.057569,0.014984,0.056999,0.26187,0.0356
resp,ordinary, a,0.085399,0.0065385,0.19685,0.31011,0.1289
resp,ordinary, member,0.079262,0.0040008,0.274,0.49202,0.2125
resp,ordinary, of,0.049412,0.0026282,0.23788,0.53883,0.1230
resp,ordinary, the,0.038737,0.013846,0.69882,0.79629,0.3383
resp,ordinary, House,0.099716,0.014954,0.019157,0.32495,0.0082
resp,ordinary, of,0.1349,0.003744,0.25493,0.49402,0.1287
resp,ordinary, Po,0.26776,0.057409,0.2125,0.54488,0.1733
resp,ordinary,it,0.10358,0.0059471,0.47639,0.71998,0.1771
resp,ordinary,iers,0.16086,0.012933,0.08709,0.75842,0.1531
resp,ordinary, and,0.052313,0.012151,0.014724,0.24686,0.1275
resp,ordinary, the,0.085435,0.0053926,0.068207,0.25798,0.0949
resp,ordinary, ruler,0.14125,0.040581,0.0062421,0.47216,0.0586
resp,ordinary, of,0.05972,0.0095965,0.22648,0.51498,0.0239
resp,ordinary, the,0.038227,0.023313,0.63442,0.85608,0.3243
resp,ordinary, County,0.12612,0.019436,0.18878,0.43109,0.0535
resp,ordinary, of,0.23742,0.021114,0.27549,0.57963,0.0691
resp,ordinary, Trip,0.13275,0.0075529,0.1826,0.47328,0.1451
resp,ordinary,oli,0.11762,0.0042275,0.18937,0.63121,0.0426
resp,ordinary, from,0.072361,0.016868,0.050395,0.26954,0.0331
resp,ordinary, ,0.032558,0.00080034,0.33669,0.38535,0.2268
resp,ordinary,115,0.13834,0.023464,0.48063,0.51723,0.2513
resp,ordinary,2,0.14622,0.025532,0.36554,0.59427,0.0700
resp,ordinary, until,0.021705,0.0059311,0.045724,0.33273,0.0108
resp,ordinary, his,0.069609,0.0075974,0.074168,0.3063,0.0336
resp,ordinary, death,0.028128,0.006431,0.010355,0.40421,0.0007
resp,ordinary, in,0.025034,0.01456,0.098979,0.31972,0.0314
resp,ordinary, ,0.042218,0.016724,0.25692,0.23476,0.0069
resp,ordinary,118,0.090802,0.0059146,0.47952,0.65818,0.3040
resp,ordinary,7,0.070876,0.0094199,0.10298,0.52336,0.0491
resp,ordinary,.,0.006289,0.0020414,0.10906,0.23398,0.0975
resp,ordinary, He,0.047921,0.004933,0.19693,0.31695,0.0997
resp,ordinary, was,0.060589,0.017139,0.15377,0.32124,0.1068
resp,ordinary, the,0.033295,0.011032,0.30101,0.41336,0.2261
resp,ordinary, son,0.074644,0.013085,0.28315,0.51155,0.2112
resp,ordinary, of,0.12614,0.013802,0.25537,0.53521,0.0839
resp,ordinary, Raymond,0.15445,0.024111,0.23354,0.60348,0.2329
resp,ordinary, II,0.14199,0.0084274,0.32232,0.54538,0.0263
resp,ordinary, Count,0.16076,0.021506,0.047402,0.47179,0.0000
resp,ordinary, of,0.1916,0.023026,0.11035,0.54041,0.0024
resp,ordinary, Trip,0.13315,0.0043508,0.18666,0.42635,0.0644
resp,ordinary,oli,0.11474,0.0015443,0.10893,0.59867,0.0087
resp,ordinary, and,0.056772,0.010319,0.043941,0.32124,0.2673
resp,ordinary, H,0.071903,0.0042333,0.36959,0.47938,0.3418
resp,ordinary,odi,0.058189,0.0080505,0.2096,0.66096,0.0061
resp,ordinary,erna,0.087989,0.014603,0.10676,0.68673,0.0392
resp,ordinary, of,0.078387,0.019383,0.029147,0.42583,0.0529
resp,ordinary, Jerusalem,0.19143,0.03421,0.2949,0.46023,0.0993
resp,ordinary,.\n\n,0.051514,0.010326,0.053343,0.29245,0.0754
resp,ordinary,**,0.14879,0.029831,0.2782,0.51947,0.0232
resp,ordinary,Early,0.1427,0.023962,0.14187,0.41321,0.0517
resp,ordinary, Life,0.20706,0.045847,0.59495,1.0389,0.3123
resp,ordinary, and,0.057534,0.0048765,0.14378,0.29196,0.1287
resp,ordinary, Success,0.15392,0.02388,0.27018,0.54742,0.1959
resp,ordinary,ion,0.074262,0.015259,0.33712,0.75473,0.1271
resp,ordinary,**\n\n,0.039989,0.0098762,0.072498,0.50193,0.1313
resp,ordinary,Ray,0.19272,0.037427,0.29339,0.65294,0.2548
resp,ordinary,mond,0.19951,0.025364,0.3009,0.61171,0.0726
resp,ordinary, III,0.084616,0.0012839,0.33399,0.52444,0.0005
resp,ordinary, was,0.065917,0.0059604,0.16714,0.37192,0.2075
resp,ordinary, born,0.090552,0.024514,0.55072,0.95167,0.3308
resp,ordinary, in,0.12831,0.013167,0.55609,1.021,0.3615
resp,ordinary, ,0.11908,0.0068897,0.50666,0.60515,0.3002
resp,ordinary,114,0.20828,0.035128,0.36428,0.5398,0.2116
resp,ordinary,0,0.21701,0.011676,0.53498,0.59555,0.1089
resp,ordinary, and,0.11417,0.022652,0.30264,0.37092,0.2135
resp,ordinary, was,0.10084,0.006498,0.14536,0.3037,0.0712
resp,ordinary, the,0.079847,0.0054294,0.29446,0.32649,0.1868
resp,ordinary, heir,0.024718,0.014952,0.40166,0.84796,0.2975
resp,ordinary, to,0.17885,0.031974,0.22181,0.6795,0.1602
resp,ordinary, the,0.069661,0.010807,0.27039,0.4869,0.2400
resp,ordinary, County,0.15765,0.029777,0.057471,0.42268,0.0007
resp,ordinary, of,0.19415,0.01976,0.18934,0.55287,0.0639
resp,ordinary, Trip,0.14685,0.012742,0.23665,0.47963,0.1442
resp,ordinary,oli,0.10635,0.0010261,0.087836,0.61124,0.0023
resp,ordinary,.,0.051347,0.020134,0.046799,0.32367,0.2654
resp,ordinary, He,0.1295,0.015054,0.092335,0.2956,0.0007
resp,ordinary, succeeded,0.15307,0.021565,0.22441,0.57293,0.1737
resp,ordinary, his,0.078107,0.0016083,0.11246,0.31956,0.0389
resp,ordinary, father,0.15483,0.024937,0.16982,0.52235,0.2539
resp,ordinary, in,0.090332,0.0095314,0.19175,0.40572,0.0776
resp,ordinary, ,0.089029,0.0050504,0.32708,0.3512,0.2095
resp,ordinary,115,0.15685,0.015778,0.41202,0.43573,0.1363
resp,ordinary,2,0.15412,0.026076,0.28796,0.57209,0.0302
resp,ordinary, and,0.086791,0.017375,0.25861,0.41811,0.2707
resp,ordinary, was,0.063606,0.00044583,0.10036,0.28246,0.0594
resp,ordinary, recognized,0.13254,0.012932,0.20496,0.43824,0.1564
resp,ordinary, as,0.07854,0.0041364,0.13703,0.42209,0.0607
resp,ordinary, the,0.044939,0.0049159,0.23103,0.25614,0.0026
resp,ordinary, ruler,0.17211,0.050468,0.013611,0.45577,0.0344
resp,ordinary, of,0.096807,0.0026654,0.085667,0.48866,0.0020
resp,ordinary, the,0.049893,0.018038,0.54492,0.8098,0.3243
resp,ordinary, county,0.14427,0.020124,0.06337,0.44803,0.0200
resp,ordinary, by,0.045832,0.0050188,0.12158,0.35118,0.0467
resp,ordinary, the,0.091476,0.013486,0.27917,0.45768,0.2450
resp,ordinary, Crus,0.14129,0.016327,0.10406,0.47817,0.0001
resp,ordinary,ader,0.16529,0.014541,0.0085898,0.62137,0.0113
resp,ordinary, Kingdom,0.17333,0.024755,0.074152,0.50212,0.0037
resp,ordinary, of,0.10585,0.0073209,0.30052,0.64287,0.2383
resp,ordinary, Jerusalem,0.22478,0.035766,0.23258,0.54495,0.1301
resp,ordinary,.,0.033824,0.013291,0.071392,0.18896,0.0434
resp,ordinary, He,0.069978,0.0025875,0.10539,0.32432,0.0295
resp,ordinary, was,0.10683,0.00074213,0.027159,0.26601,0.0227
resp,ordinary, a,0.099255,0.00062128,0.25318,0.43953,0.2674
resp,ordinary, member,0.11759,0.014941,0.30084,0.57416,0.2569
resp,ordinary, of,0.077554,0.011468,0.11197,0.43098,0.0134
resp,ordinary, the,0.046961,0.013624,0.52538,0.7108,0.3212
resp,ordinary, nob,0.091021,0.015835,0.041458,0.47874,0.0015
resp,ordinary,ility,0.10348,0.017269,0.47411,0.9294,0.2293
resp,ordinary, and,0.04723,0.0052241,0.35306,0.48341,0.3251
resp,ordinary, held,0.081733,0.0015448,0.24602,0.39249,0.1430
resp,ordinary, significant,0.14564,0.016658,0.010252,0.38705,0.0001
resp,ordinary, power,0.079194,0.012261,0.084808,0.41846,0.0824
resp,ordinary, in,0.040859,0.0067189,0.21489,0.30802,0.1124
resp,ordinary, the,0.056531,0.013428,0.29138,0.30146,0.2035
resp,ordinary, region,0.10611,0.025085,0.0057854,0.41155,0.0845
resp,ordinary,.\n\n,0.064123,0.0097906,0.0071022,0.28023,0.0461
resp,ordinary,**,0.16635,0.037064,0.1543,0.53263,0.0051
resp,ordinary,Military,0.11963,0.01785,0.15537,0.50718,0.0574
resp,ordinary, Campaign,0.11005,0.017851,0.28378,0.61865,0.1267
resp,ordinary,s,0.22799,0.054811,0.37107,0.72937,0.0387
prompt,template,<|begin_of_text|>,480.9,335.83,21.548,43.165,0.4208
prompt,ordinary,<|start_header_id|>,0.033327,0.13528,0.61832,1.0117,0.2192
prompt,ordinary,system,0.1032,0.013453,0.90487,0.95375,0.2978
prompt,ordinary,<|end_header_id|>,0.25771,0.038799,2.3966,3.4819,0.2640
prompt,newline,\n\n,0.077603,0.0341,1.1589,1.3941,0.3437
prompt,ordinary,Cut,0.14646,0.01828,0.22787,0.48652,0.0090
prompt,ordinary,ting,0.12268,0.021436,0.39915,0.64807,0.1139
prompt,ordinary, Knowledge,0.31243,0.054732,0.70069,1.0487,0.3544
prompt,ordinary, Date,0.26165,0.058794,0.6199,0.75344,0.3372
prompt,ordinary,:,0.085651,0.021918,0.48887,0.93573,0.3088
prompt,ordinary, December,0.15564,0.041331,0.265,0.51833,0.2322
prompt,ordinary, ,0.10088,0.016583,0.65303,0.80681,0.3768
prompt,ordinary,202,0.23368,0.030431,0.54927,0.64797,0.3059
prompt,ordinary,3,0.15586,0.025491,0.63233,0.85855,0.3170
prompt,newline,\n,0.019317,0.0020773,0.37664,0.39748,0.0161
prompt,ordinary,Today,0.26649,0.043526,0.16195,0.42671,0.0264
prompt,ordinary, Date,0.32427,0.077361,0.30017,0.5928,0.1300
prompt,ordinary,:,0.22877,0.040602,0.48955,0.90497,0.2879
prompt,ordinary, ,0.13205,0.023271,0.67846,0.68824,0.2161
prompt,ordinary,26,0.11441,0.011109,0.39318,0.67327,0.2599
prompt,ordinary, Jul,0.25059,0.049381,0.21776,0.51475,0.0965
prompt,ordinary, ,0.098155,0.00088755,0.49787,0.5911,0.2784
prompt,ordinary,202,0.28414,0.014486,0.41297,0.64952,0.1940
prompt,ordinary,4,0.13267,0.018446,0.28592,0.57219,0.0142
prompt,newline,\n\n,0.078375,0.00020682,0.18326,0.41619,0.0073
prompt,template,<|eot_id|>,0.00843,0.010491,1.8227,2.6075,0.3511
prompt,ordinary,<|start_header_id|>,0.026481,0.01063,2.3017,3.2836,0.3394
prompt,ordinary,user,0.09717,0.042439,0.42553,0.63681,0.1467
prompt,ordinary,<|end_header_id|>,0.01502,0.006541,2.3106,3.4621,0.3517
prompt,newline,\n\n,0.011012,0.012904,0.11105,0.45672,0.0063
prompt,ordinary,I,0.18284,0.033285,0.011315,0.4617,0.0874
prompt,ordinary, am,0.2334,0.031854,0.40496,0.42907,0.1664
prompt,ordinary, planning,0.19181,0.032515,0.37016,0.61175,0.2394
prompt,ordinary, a,0.21591,0.027751,0.57714,0.74685,0.3547
prompt,ordinary, trip,0.18885,0.035021,0.34988,0.55837,0.2197
prompt,ordinary, to,0.15697,0.017363,0.5944,0.8139,0.3207
prompt,ordinary, Japan,0.14874,0.055016,0.31977,0.47804,0.2384
prompt,ordinary,",",0.043442,0.019705,0.58478,0.70985,0.3813
prompt,ordinary, and,0.19234,0.041953,0.33056,0.4186,0.2446
prompt,ordinary, I,0.15493,0.007376,0.33023,0.34035,0.1890
prompt,ordinary, would,0.17964,0.013625,0.24466,0.3819,0.1727
prompt,ordinary, like,0.14673,0.00045429,0.42234,0.54902,0.2023
prompt,ordinary, thee,0.24456,0.039789,0.083399,0.5019,0.0007
prompt,ordinary, to,0.098475,0.0022456,0.35266,0.54386,0.2228
prompt,ordinary, write,0.098514,0.020278,0.10176,0.31957,0.0055
prompt,ordinary, an,0.2341,0.018227,0.37061,0.36411,0.1433
prompt,ordinary, itinerary,0.28,0.048423,0.051402,0.49269,0.0128
prompt,ordinary, for,0.2193,0.032761,0.44273,0.76772,0.3415
prompt,ordinary, my,0.13947,0.0028957,0.20074,0.31883,0.0476
prompt,ordinary, journey,0.1673,0.026064,0.26323,0.39141,0.0889
prompt,ordinary, in,0.169,0.023984,0.36661,0.38036,0.2777
prompt,ordinary, a,0.16528,0.003298,0.64896,0.79415,0.3943
prompt,ordinary, Shakespeare,0.15101,0.026339,0.011394,0.41228,0.0079
prompt,ordinary,an,0.042101,0.0075281,0.43904,0.72467,0.0903
prompt,ordinary, style,0.13934,0.023947,0.28029,0.41192,0.0943
prompt,ordinary,.,0.26811,0.054886,0.11746,0.4613,0.3156
prompt,ordinary, You,0.37698,0.053553,0.19302,0.32052,0.0205
prompt,ordinary, are,0.19937,0.022138,0.23524,0.34223,0.1366
prompt,ordinary, not,0.19962,0.014476,0.11238,0.29448,0.0002
prompt,ordinary, allowed,0.18494,0.0046024,0.23774,0.47597,0.2237
prompt,ordinary, to,0.13407,0.0080061,0.35069,0.48893,0.2120
prompt,ordinary, use,0.096119,0.0298,0.21976,0.32806,0.1418
prompt,ordinary, any,0.14991,0.0062236,0.2186,0.34558,0.1357
prompt,ordinary, commas,0.15667,0.053729,0.1284,0.6816,0.1726
prompt,ordinary, in,0.12162,0.022156,0.36148,0.3872,0.1611
prompt,ordinary, your,0.15004,0.0045478,0.18228,0.25976,0.0332
prompt,ordinary, response,0.12974,0.010002,0.16442,0.40531,0.0041
prompt,ordinary,.,0.14815,0.019416,0.035133,0.32343,0.1677
prompt,template,<|eot_id|>,0.059739,0.02018,1.9592,2.5104,0.3489
prompt,ordinary,<|start_header_id|>,0.094982,0.027711,2.5189,3.244,0.3295
prompt,ordinary,assistant,0.046157,0.001013,0.26825,0.70661,0.0883
prompt,ordinary,<|end_header_id|>,0.090975,0.02162,2.0574,3.3508,0.3469
prompt,newline,\n\n,0.079285,0.023879,0.14679,0.36859,0.0004
resp,ordinary,Fair,0.088952,0.010065,0.15523,0.64209,0.1394
resp,ordinary, traveler,0.19212,0.04826,0.27345,0.6326,0.0717
resp,ordinary, thou,0.051067,0.010998,0.27816,0.57623,0.0366
resp,ordinary, see,0.11981,0.02651,0.30679,0.51267,0.1987
resp,ordinary,kest,0.045494,0.0040737,0.33986,0.80134,0.1446
resp,ordinary, a,0.025581,0.0035448,0.48471,0.62671,0.3248
resp,ordinary, journey,0.086035,0.011699,0.26357,0.39884,0.0541
resp,ordinary, to,0.083452,0.015439,0.45882,0.67738,0.3129
resp,ordinary, Japan,0.092328,0.029963,0.12625,0.35511,0.0734
resp,ordinary,'s,0.061307,0.010933,0.46569,0.75448,0.3210
resp,ordinary, land,0.13437,0.034824,0.37788,0.49121,0.2001
resp,newline,\n,0.059187,0.016776,0.36702,0.33067,0.0131
resp,ordinary,Of,0.12208,0.0022908,0.09328,0.4738,0.0223
resp,ordinary, cherry,0.16894,0.026104,0.082125,0.50361,0.1042
resp,ordinary, bloss,0.18231,0.02909,0.13592,0.6594,0.0388
resp,ordinary,oms,0.18473,0.055834,0.28546,0.75605,0.0808
resp,ordinary, and,0.027117,0.00071359,0.25214,0.2809,0.0941
resp,ordinary, serene,0.092349,0.0028263,0.20186,0.62238,0.1460
resp,ordinary, landscapes,0.027964,0.01249,0.27357,0.60461,0.1344
resp,ordinary, so,0.050715,0.0045914,0.028685,0.34526,0.1934
resp,ordinary, grand,0.086207,0.013872,0.067999,0.47468,0.0688
resp,newline,\n,0.049617,0.0095882,0.50553,0.55106,0.1950
resp,ordinary,Here,0.17829,0.01967,0.19948,0.57648,0.1996
resp,ordinary,'s,0.14543,0.0071438,0.21196,0.44421,0.1489
resp,ordinary, an,0.028948,0.019822,0.1865,0.3621,0.1039
resp,ordinary, itinerary,0.14615,0.016275,0.061689,0.48456,0.0113
resp,ordinary, for,0.10512,0.015384,0.24758,0.55893,0.2434
resp,ordinary, thee,0.23988,0.027594,0.061113,0.59213,0.0843
resp,ordinary, to,0.07107,0.0023807,0.33852,0.51708,0.2467
resp,ordinary, follow,0.15787,0.042339,0.089106,0.37647,0.1434
resp,ordinary, with,0.1215,0.0079454,0.1831,0.32946,0.0594
resp,ordinary, care,0.1244,0.013759,0.040874,0.34754,0.0222
resp,newline,\n,0.075457,0.019107,0.3735,0.34608,0.0150
resp,ordinary,A,0.16988,0.012295,0.15056,0.50891,0.1893
resp,ordinary, path,0.097211,0.030749,0.060668,0.39191,0.0295
resp,ordinary, of,0.3042,0.036591,0.63088,0.78904,0.2982
resp,ordinary, wonder,0.089805,0.0028229,0.0039745,0.39187,0.0197
resp,ordinary, and,0.080571,0.0038872,0.19727,0.26025,0.0907
resp,ordinary, discovery,0.096177,0.011376,0.22684,0.46987,0.1051
resp,ordinary, to,0.082103,0.0074791,0.26421,0.39083,0.2172
resp,ordinary, share,0.085698,0.014329,0.11447,0.2677,0.0015
resp,newline,\n\n,0.05687,0.016388,0.040429,0.32829,0.0180
resp,ordinary,Day,0.11224,0.030508,0.14045,0.54779,0.1873
resp,ordinary, one,0.1115,0.0098408,0.21865,0.60161,0.1376
resp,ordinary, thou,0.11417,0.014565,0.17539,0.54897,0.0010
resp,ordinary, shalt,0.095717,0.006687,0.06369,0.5436,0.0010
resp,ordinary, arrive,0.061163,0.03328,0.0011848,0.41122,0.0228
resp,ordinary, in,0.055978,0.0037198,0.23141,0.43675,0.1950
resp,ordinary, Tokyo,0.091836,0.014608,0.067487,0.3215,0.0252
resp,ordinary,'s,0.082626,0.0040652,0.29429,0.50636,0.2125
resp,ordinary, bustling,0.028866,0.0049932,0.020951,0.53579,0.0181
resp,ordinary, streets,0.14808,0.015788,0.03328,0.46401,0.0599
resp,newline,\n,0.070902,0.013034,0.27228,0.37838,0.0815
resp,ordinary,Where,0.16315,3.4602e-06,0.055599,0.4118,0.0699
resp,ordinary, neon,0.10035,0.019938,0.014279,0.44494,0.0168
resp,ordinary, lights,0.11967,0.013524,0.057313,0.4352,0.0001
resp,ordinary, and,0.027944,0.0028086,0.013676,0.23583,0.0442
resp,ordinary, ancient,0.10288,0.0047243,0.19281,0.62934,0.2074
resp,ordinary, temples,0.10871,0.0048416,0.075727,0.45592,0.0007
resp,ordinary, meet,0.1582,0.026975,0.12151,0.38834,0.0724
resp,newline,\n,0.10246,0.017143,0.34176,0.46987,0.1144
resp,ordinary,Visit,0.12631,0.027268,0.10427,0.44649,0.1009
resp,ordinary, the,0.12636,0.014627,0.11314,0.29956,0.0179
resp,ordinary, famous,0.17231,0.031331,0.089039,0.45548,0.1229
resp,ordinary, Shib,0.20585,0.039935,0.18401,0.57601,0.1144
resp,ordinary,uya,0.15181,0.035155,0.11855,0.63717,0.0004
resp,ordinary, Crossing,0.18288,0.0059459,0.4416,0.71962,0.2066
resp,ordinary, where,0.12821,0.0011165,0.05149,0.30527,0.0226
resp,ordinary, crowds,0.10611,0.013969,0.075425,0.41357,0.0111
