part,kind,token,ov_iso,ov_white,ov_row,err,err_rowshare
prompt,ordinary,Count,0.026154,0.0007942,0.18412,83.534,0.9757
prompt,ordinary,_,0.43151,0.07497,0.13213,145.65,0.9779
prompt,ordinary,of,0.032349,0.0087525,0.17292,62.3,0.9757
prompt,ordinary,_,0.12971,0.029253,0.17083,134.56,0.9770
prompt,ordinary,Tri,0.014156,0.00025234,0.26594,41.721,0.9779
prompt,ordinary,pol,0.19057,0.038692,0.090402,132.62,0.9764
prompt,ordinary,i,0.061498,0.0074019,0.0631,152.69,0.9781
prompt,ordinary,""".",0.017389,0.013067,0.10833,18.949,0.9782
prompt,ordinary,Do,0.050212,0.0034612,0.14663,94.659,0.9755
prompt,ordinary,not,0.0052444,0.0034926,0.10405,102.32,0.9745
prompt,ordinary,use,0.015246,0.006004,0.12476,81.873,0.9782
prompt,ordinary,any,0.036315,0.010352,0.19796,88.566,0.9762
prompt,ordinary,comm,0.058205,0.015463,0.21029,51.763,0.9814
prompt,ordinary,as,0.013905,0.013943,0.13838,122.9,0.9777
prompt,ordinary,and,0.15986,0.0071675,0.039425,183.17,0.9760
prompt,ordinary,highlight,0.0095259,0.0018009,0.078333,34.78,0.9829
prompt,ordinary,at,0.14369,0.014889,0.15752,129.75,0.9733
prompt,ordinary,least,0.00031113,0.0042053,0.11524,48.419,0.9728
prompt,ordinary,,0.038429,0.016768,0.10971,126.78,0.9795
prompt,ordinary,3,0.0095096,0.0077974,0.10706,129.54,0.9756
prompt,ordinary,sections,0.057157,0.0033595,0.096847,92.062,0.9765
prompt,ordinary,that,0.15423,0.0025845,0.045654,171.07,0.9759
prompt,ordinary,has,0.03566,0.0027391,0.14383,81.443,0.9769
prompt,ordinary,titles,0.058626,0.0024652,0.10578,58.18,0.9763
prompt,ordinary,in,0.034305,0.023743,0.144,126.03,0.9756
prompt,ordinary,mark,0.11812,0.030625,0.11043,101.6,0.9787
prompt,ordinary,down,0.050519,0.003687,0.15238,98.095,0.9778
prompt,ordinary,format,0.013117,0.0099134,0.14529,101.5,0.9804
prompt,ordinary,",",0.01254,0.0066662,0.11222,146.75,0.9760
prompt,ordinary,for,0.0020032,0.0052756,0.16436,74.87,0.9770
prompt,ordinary,example,0.017287,0.015892,0.15833,33.888,0.9774
prompt,ordinary,*,0.012821,0.0016232,0.12212,59.146,0.9779
prompt,ordinary,high,0.011363,0.010126,0.16418,64.636,0.9794
prompt,ordinary,light,0.058941,0.021647,0.10806,94.496,0.9789
prompt,ordinary,ed,0.0086781,0.0074629,0.25413,117.41,0.9765
prompt,ordinary,section,0.0084047,0.040893,0.089975,111.22,0.9776
prompt,ordinary,part,0.025799,0.02655,0.15044,94.991,0.9797
prompt,ordinary,,0.029348,0.0079184,0.14343,96.943,0.9798
prompt,ordinary,1,0.056099,0.01469,0.10872,115.2,0.9779
prompt,ordinary,"*,",0.018842,0.045309,0.14522,44.05,0.9752
prompt,ordinary,*,0.025019,0.0066473,0.11824,65.766,0.9769
prompt,ordinary,high,0.017731,0.0047376,0.12171,65.65,0.9796
prompt,ordinary,light,0.028308,0.018883,0.078457,92.977,0.9790
prompt,ordinary,ed,0.0077723,0.013265,0.20507,115.38,0.9767
prompt,ordinary,section,0.0097481,0.045391,0.056447,108.68,0.9778
prompt,ordinary,part,0.022277,0.027074,0.11602,95.499,0.9797
prompt,ordinary,,0.022587,0.0020122,0.13861,103,0.9799
prompt,ordinary,2,0.058369,0.018671,0.1016,104.64,0.9768
prompt,ordinary,"*,",0.017358,0.047428,0.15381,30.253,0.9754
prompt,ordinary,*,0.021318,0.0021794,0.10147,53.098,0.9777
prompt,ordinary,high,0.019074,0.0026384,0.1072,63.125,0.9796
prompt,ordinary,light,0.014438,0.016838,0.068689,91.459,0.9791
prompt,ordinary,ed,0.015819,0.013952,0.18141,114.35,0.9769
prompt,ordinary,section,0.010089,0.044215,0.038388,103.11,0.9780
prompt,ordinary,part,0.022268,0.02537,0.094144,90.93,0.9801
prompt,ordinary,,0.027343,0.0051198,0.14055,68.104,0.9813
prompt,ordinary,3,0.044592,0.017835,0.10909,113.76,0.9766
prompt,ordinary,*.,0.016346,0.035038,0.14734,0.2031,0.0423
prompt,ordinary,[/INST],1.4477,0.10506,0.14674,13.809,0.9847
resp,ordinary,**,0.045094,0.032864,0.10146,32.063,0.9824
resp,ordinary,Ray,0.047092,0.0019945,0.12417,80.452,0.9760
resp,ordinary,mond,0.056847,0.0074563,0.18584,78.438,0.9754
resp,ordinary,III,0.02791,0.017649,0.108,117.34,0.9762
resp,ordinary,",",0.017351,0.0047288,0.097271,121.38,0.9766
resp,ordinary,Count,0.013637,0.0029543,0.14118,58.881,0.9776
resp,ordinary,of,0.0029771,0.0014757,0.16375,111.76,0.9780
resp,ordinary,Tri,0.053439,0.0086665,0.14818,67.14,0.9804
resp,ordinary,pol,0.055465,0.017249,0.071678,118.91,0.9766
resp,ordinary,i,0.0068992,0.002433,0.053696,137.46,0.9788
resp,ordinary,**,0.018282,0.0083767,0.095219,16.356,0.9849
resp,newline,\n,388.7,2.504,52.005,48.764,0.3297
resp,newline,\n,0.023858,0.0039794,0.066548,0.14132,0.0155
resp,ordinary,**,0.025326,0.020182,0.077966,0.20856,0.1679
resp,ordinary,High,0.012916,0.0075079,0.10345,52.762,0.9784
resp,ordinary,light,0.0040019,0.021169,0.087383,71.753,0.9786
resp,ordinary,ed,0.013868,0.015754,0.16308,102.7,0.9771
resp,ordinary,section,0.014208,0.043936,0.047974,86.418,0.9782
resp,ordinary,part,0.030413,0.02565,0.076974,82.831,0.9803
resp,ordinary,,0.045645,0.00144,0.12744,30.101,0.9815
resp,ordinary,1,0.066387,0.013678,0.096884,95.981,0.9778
resp,ordinary,:,0.029252,0.0384,0.11262,47.714,0.9797
resp,ordinary,Early,0.019043,0.0034672,0.18199,79.957,0.9752
resp,ordinary,life,0.063346,0.020593,0.087152,103.6,0.9795
resp,ordinary,and,0.0075946,0.010855,0.12305,163.84,0.9768
resp,ordinary,success,0.023971,0.012392,0.15266,28.034,0.9802
resp,ordinary,ion,0.04618,0.01976,0.11863,132.43,0.9788
resp,ordinary,**,0.020549,0.015039,0.11325,21.527,0.9832
resp,newline,\n,0.015804,0.0018007,0.063075,5.65,0.9870
resp,newline,\n,0.021623,0.017948,0.071802,0.13746,0.0768
resp,ordinary,Ray,0.0071198,0.0032259,0.13052,68.849,0.9742
resp,ordinary,mond,0.048859,0.0068032,0.17425,76.967,0.9738
resp,ordinary,III,0.0059967,0.027989,0.10322,107.8,0.9748
resp,ordinary,",",0.025157,0.0225,0.12121,87.542,0.9749
resp,ordinary,born,0.031611,0.0084342,0.17035,56.377,0.9766
resp,ordinary,around,0.0087058,0.012434,0.14228,67.83,0.9764
resp,ordinary,,0.031822,0.01051,0.11529,42.927,0.9787
resp,ordinary,1,0.027414,0.00033171,0.065626,117.26,0.9774
resp,ordinary,1,0.020465,0.01638,0.088908,117.3,0.9774
resp,ordinary,3,0.0049743,0.0060932,0.17095,129.07,0.9756
resp,ordinary,4,0.0020887,0.0033729,0.21617,132.51,0.9773
resp,ordinary,",",0.028575,0.0040558,0.12065,143.68,0.9765
resp,ordinary,was,0.022509,0.0034702,0.096629,75.75,0.9789
resp,ordinary,a,0.014553,0.0035403,0.12324,118.23,0.9789
resp,ordinary,Cr,0.043626,0.01179,0.18346,68.216,0.9785
resp,ordinary,us,0.10155,0.021744,0.17934,123.89,0.9782
resp,ordinary,ader,0.13361,0.0021585,0.068604,106.6,0.9801
resp,ordinary,noble,0.0042836,0.0019699,0.14023,61.902,0.9789
resp,ordinary,",",0.010653,0.015924,0.069963,117.84,0.9766
resp,ordinary,serving,0.0048189,0.0082977,0.050284,59.292,0.9806
resp,ordinary,as,0.027357,0.0045258,0.069481,106,0.9814
resp,ordinary,Count,0.016174,8.1951e-05,0.15191,60.351,0.9792
resp,ordinary,of,0.0039458,0.0045951,0.17121,92.525,0.9783
resp,ordinary,Tri,0.063176,0.013024,0.14541,61.34,0.9801
resp,ordinary,pol,0.061909,0.020777,0.069758,116.37,0.9767
resp,ordinary,i,0.0011159,0.00021891,0.057892,136.45,0.9789
resp,ordinary,from,0.010228,0.0071702,0.12564,86.377,0.9794
resp,ordinary,,0.012594,0.0028963,0.10544,1.0816,0.7525
resp,ordinary,1,0.019113,0.0050066,0.046424,111.15,0.9781
resp,ordinary,1,0.0057652,0.01622,0.076437,117.26,0.9780
resp,ordinary,5,0.010405,0.001335,0.14962,124.43,0.9769
resp,ordinary,2,0.011694,0.0028825,0.18743,111.26,0.9774
resp,ordinary,until,0.0016295,0.003348,0.11484,78.825,0.9792
resp,ordinary,his,0.022969,0.0029968,0.1678,96.012,0.9785
resp,ordinary,death,0.046831,0.011056,0.1222,102.12,0.9778
resp,ordinary,in,0.0017811,0.002648,0.17146,106.73,0.9768
resp,ordinary,,0.0011087,0.0014547,0.094501,1.0555,0.7273
resp,ordinary,1,0.012933,0.0014977,0.018016,101.5,0.9788
resp,ordinary,1,0.0046497,0.014413,0.085835,112.19,0.9783
resp,ordinary,8,0.013021,0.0056361,0.14504,121.37,0.9775
resp,ordinary,7,0.0068024,0.014647,0.15175,122.31,0.9788
resp,ordinary,.,0.0069555,0.0016264,0.12116,32.046,0.9802
resp,ordinary,He,0.011702,0.0061448,0.14634,73.191,0.9803
resp,ordinary,was,0.037256,0.017849,0.11559,88.381,0.9783
resp,ordinary,the,0.047637,0.0082124,0.16071,82.394,0.9775
resp,ordinary,son,0.043803,0.0027265,0.10558,78.258,0.9804
resp,ordinary,of,0.053043,0.020273,0.11944,155.77,0.9775
resp,ordinary,P,0.036652,0.0037618,0.14861,67.117,0.9794
resp,ordinary,ons,0.22676,0.053142,0.16057,130.54,0.9772
resp,ordinary,",",0.025268,4.1203e-05,0.080794,147.64,0.9770
resp,ordinary,Count,0.00072912,0.0019079,0.11516,59.133,0.9776
resp,ordinary,of,0.0075051,0.0060816,0.13697,103.66,0.9780
resp,ordinary,Tri,0.050082,0.011997,0.10943,61.835,0.9803
resp,ordinary,pol,0.053449,0.021255,0.04761,118.37,0.9771
resp,ordinary,i,0.001889,0.0032179,0.047625,133.42,0.9788
resp,ordinary,",",0.018436,0.0073328,0.10945,119.81,0.9778
resp,ordinary,and,0.013839,0.0029864,0.11691,128.08,0.9755
resp,ordinary,Con,0.044288,0.014702,0.18643,34.271,0.9838
resp,ordinary,stance,0.006027,0.008988,0.19789,62.59,0.9811
resp,ordinary,of,0.020496,0.0057666,0.12857,139.48,0.9790
resp,ordinary,Ant,0.072108,0.00038937,0.17834,56.92,0.9843
resp,ordinary,io,0.0069759,0.0028025,0.18662,108.61,0.9794
resp,ordinary,ch,0.025715,0.0072864,0.14654,119.27,0.9789
resp,ordinary,.,0.018768,0.017364,0.12348,24.456,0.9810
resp,ordinary,After,0.0044582,0.0010988,0.10168,91.953,0.9775
resp,ordinary,his,0.035432,0.0011889,0.15679,94.509,0.9783
resp,ordinary,father,0.0061552,0.0047693,0.14482,55.548,0.9791
resp,ordinary,',0.033473,0.00041084,0.0078627,0.1148,0.0417
resp,ordinary,s,0.06427,0.012465,0.15922,135.53,0.9773
resp,ordinary,death,0.04783,0.0039474,0.18219,99.581,0.9781
resp,ordinary,",",0.0021079,0.011172,0.12338,109.68,0.9782
resp,ordinary,he,0.0086308,0.010993,0.18727,90.028,0.9772
resp,ordinary,inherited,0.013176,0.0022436,0.10391,31.383,0.9713
resp,ordinary,the,0.028319,0.00095924,0.14248,97.02,0.9781
resp,ordinary,County,0.016964,0.0052533,0.13071,68.753,0.9766
resp,ordinary,of,0.042435,0.021902,0.14858,146.65,0.9779
resp,ordinary,Tri,0.050122,0.013023,0.1231,57.052,0.9796
resp,ordinary,pol,0.097635,0.032023,0.035163,116.89,0.9767
resp,ordinary,i,0.01154,0.0073675,0.037566,131.41,0.9787
resp,ordinary,at,0.017603,0.0050928,0.12601,94.676,0.9748
resp,ordinary,the,0.012135,0.00050502,0.14844,43.457,0.9783
resp,ordinary,age,0.11227,0.023872,0.085147,90.513,0.9784
resp,ordinary,of,0.01103,0.028073,0.1422,124.43,0.9777
resp,ordinary,eight,0.014329,0.0040565,0.094987,48.422,0.9805
resp,ordinary,",",0.011061,0.011099,0.084627,123.43,0.9765
resp,ordinary,with,0.0061427,0.0052641,0.12542,89.636,0.9739
resp,ordinary,his,0.024709,0.0070904,0.16891,74.23,0.9800
resp,ordinary,mother,0.0057437,0.0098422,0.12366,75.3,0.9777
resp,ordinary,serving,0.031599,0.0019091,0.10243,68.11,0.9817
resp,ordinary,as,0.021836,0.0034968,0.097001,98.429,0.9814
resp,ordinary,reg,0.08904,0.0098654,0.21307,85.043,0.9761
resp,ordinary,ent,0.016922,0.018517,0.15682,113.34,0.9765
resp,ordinary,until,0.021221,4.1314e-05,0.13375,82.399,0.9783
resp,ordinary,he,0.0037135,0.0039954,0.18459,113.36,0.9764
resp,ordinary,came,0.018215,0.0087519,0.11347,71.8,0.9773
resp,ordinary,of,0.063688,0.025036,0.12095,145.67,0.9778
resp,ordinary,age,0.010097,0.0013407,0.10582,51.087,0.9784
resp,ordinary,.,0.011326,0.0070923,0.092107,6.8026,0.9709
prompt,template,<s>,798.84,153.29,3.6389,55.774,0.9724
prompt,ordinary,[INST],0.0057299,0.12871,0.0072822,127.04,0.9749
prompt,ordinary,I,0.098531,0.060332,0.0076974,172.06,0.9753
prompt,ordinary,am,0.020023,0.0090517,0.11735,123.99,0.9762
prompt,ordinary,planning,0.016692,0.023926,0.1373,83.089,0.9735
prompt,ordinary,a,0.024368,0.027966,0.14999,174.12,0.9756
prompt,ordinary,trip,0.10067,0.040929,0.043717,104.61,0.9780
prompt,ordinary,to,0.48034,0.085635,0.16598,180.31,0.9751
prompt,ordinary,Japan,0.057749,0.014642,0.056169,73.704,0.9768
prompt,ordinary,",",0.89694,0.083945,0.0047275,195.46,0.9751
prompt,ordinary,and,0.42855,0.0024074,0.094514,180.4,0.9736
prompt,ordinary,I,0.014215,0.0046873,0.11721,90.434,0.9796
prompt,ordinary,would,0.0052992,0.027594,0.13577,100.69,0.9766
prompt,ordinary,like,0.014069,0.018286,0.11367,58.47,0.9762
prompt,ordinary,the,0.055516,0.027013,0.1705,146.84,0.9749
prompt,ordinary,e,0.0022806,0.021474,0.10877,179.16,0.9762
prompt,ordinary,to,0.1833,0.030216,0.052508,177.14,0.9761
prompt,ordinary,write,0.017105,0.020385,0.10854,76.847,0.9770
prompt,ordinary,an,0.016556,0.0104,0.19251,133.53,0.9769
prompt,ordinary,it,0.074105,0.022429,0.14196,138.66,0.9764
prompt,ordinary,iner,0.48245,0.15457,0.074987,150.84,0.9763
prompt,ordinary,ary,0.19527,0.078142,0.081031,157.8,0.9774
prompt,ordinary,for,0.2412,0.017886,0.076774,174.11,0.9760
prompt,ordinary,my,0.022549,0.0128,0.15551,85.449,0.9776
prompt,ordinary,journey,0.23791,0.043933,0.11569,110.33,0.9756
prompt,ordinary,in,0.092593,0.020868,0.13538,152.93,0.9748
prompt,ordinary,a,0.014548,0.023107,0.15488,111.34,0.9764
prompt,ordinary,Shakespeare,0.031422,0.012475,0.108,50.315,0.9744
prompt,ordinary,an,0.026642,0.026907,0.17347,155.82,0.9767
prompt,ordinary,style,0.1902,0.055947,0.086135,103.68,0.9774
prompt,ordinary,.,0.03663,0.015786,0.054663,116.34,0.9765
prompt,ordinary,You,0.011354,0.013871,0.088097,115.34,0.9757
prompt,ordinary,are,0.029429,0.026372,0.1298,105.82,0.9748
prompt,ordinary,not,0.027091,0.026243,0.15437,92.117,0.9756
prompt,ordinary,allowed,0.01163,0.010506,0.16644,88.528,0.9770
prompt,ordinary,to,0.13734,0.048109,0.15811,169.14,0.9751
prompt,ordinary,use,0.025494,0.019477,0.104,47.004,0.9770
prompt,ordinary,any,0.0089908,0.019049,0.16213,95.197,0.9750
prompt,ordinary,comm,0.098738,0.042673,0.18017,62.168,0.9795
prompt,ordinary,as,0.050962,0.028339,0.12519,127.99,0.9772
prompt,ordinary,in,0.031987,0.021466,0.10083,151.8,0.9760
prompt,ordinary,your,0.01295,0.0048103,0.15083,77.362,0.9780
prompt,ordinary,response,0.069073,0.0061766,0.12731,90.513,0.9775
prompt,ordinary,.,0.0029837,0.012633,0.071266,100.16,0.9764
prompt,ordinary,[/INST],0.9399,0.057685,0.17836,14.28,0.9833
resp,ordinary,In,0.077284,0.010577,0.10297,110.72,0.9773
resp,ordinary,th,0.0026961,0.01114,0.1493,82.267,0.9824
resp,ordinary,ine,0.041741,0.029035,0.15301,141.77,0.9761
resp,ordinary,journey,0.0012965,0.020637,0.11233,135.55,0.9771
resp,ordinary,to,0.012274,0.013888,0.15753,165.93,0.9769
resp,ordinary,Japan,0.00078162,0.0033529,0.035393,57.757,0.9789
resp,ordinary,",",0.18947,0.01517,0.059235,180.09,0.9766
resp,ordinary,prepare,0.0028093,0.0080776,0.094979,73.681,0.9810
resp,ordinary,the,0.049295,0.013938,0.17371,156.84,0.9760
resp,ordinary,e,0.013026,0.020869,0.12939,182.18,0.9765
resp,ordinary,for,0.11903,0.033321,0.10886,172.99,0.9772
resp,ordinary,a,0.017491,0.0063243,0.14517,107.69,0.9782
resp,ordinary,grand,0.14053,0.029105,0.13578,82.333,0.9799
resp,ordinary,adventure,0.019737,0.015152,0.10445,93.937,0.9799
resp,ordinary,!,0.0066482,0.00071196,0.079644,71.661,0.9812
resp,newline,\n,397.96,2.1608,56.215,64.157,0.3149
resp,newline,\n,0.034031,0.012178,0.029046,0.15195,0.1012
resp,ordinary,Act,0.0085995,0.017199,0.20714,75.909,0.9753
resp,ordinary,I,0.070133,0.0064703,0.064534,136.56,0.9769
resp,ordinary,:,0.013639,0.010386,0.049954,105.79,0.9751
resp,ordinary,Ar,0.0097604,0.0067898,0.25232,58.21,0.9741
resp,ordinary,riv,9.0542e-06,0.014706,0.14571,87.975,0.9778
resp,ordinary,al,0.0076503,0.0081559,0.15167,149.69,0.9777
resp,ordinary,in,0.001634,0.011932,0.12837,138.62,0.9762
resp,ordinary,Tokyo,0.064318,0.009692,0.075716,66.538,0.9812
resp,newline,\n,0.012216,0.0047947,0.030948,3.8815,0.9801
resp,newline,\n,0.018141,0.0085278,0.025474,0.13345,0.0046
resp,ordinary,U,0.040102,0.00363,0.17151,135.43,0.9787
resp,ordinary,pon,0.04979,3.0195e-05,0.1874,81.424,0.9766
resp,ordinary,the,0.049448,0.026731,0.22226,132.57,0.9760
resp,ordinary,sh,0.086944,0.0087922,0.15424,80.894,0.9785
resp,ordinary,ores,0.061531,0.013145,0.11031,110.3,0.9768
resp,ordinary,of,0.1138,0.027524,0.11378,161.05,0.9754
resp,ordinary,N,0.053027,3.6526e-05,0.17635,87.942,0.9778
resp,ordinary,ih,0.091522,0.034117,0.25926,97.171,0.9768
resp,ordinary,on,0.0075888,0.0051714,0.083005,133.47,0.9785
resp,ordinary,",",0.088607,0.0026467,0.090979,157.91,0.9753
resp,ordinary,thou,0.023265,0.0032428,0.11429,33.548,0.9829
resp,ordinary,sh,0.040344,0.018052,0.1142,83.922,0.9782
resp,ordinary,alt,0.018905,0.00087713,0.10756,100.21,0.9767
resp,ordinary,find,0.01808,0.044521,0.14186,100.1,0.9779
resp,ordinary,the,0.041333,0.0078336,0.17938,117.87,0.9765
resp,ordinary,city,0.039239,0.0068432,0.090709,98.048,0.9778
resp,ordinary,of,0.048943,0.020439,0.16535,148.87,0.9751
resp,ordinary,Tokyo,0.13515,0.03536,0.034145,76.19,0.9802
resp,ordinary,",",0.12459,0.0021304,0.07456,160.93,0.9757
resp,ordinary,a,0.0071027,0.014765,0.13924,123.45,0.9764
resp,ordinary,met,0.0468,0.019006,0.16321,96.606,0.9777
resp,ordinary,ropol,0.0020713,0.018511,0.087232,44.6,0.9723
resp,ordinary,is,0.072957,0.044093,0.08397,133.48,0.9781
resp,ordinary,of,0.064038,0.017274,0.11649,157.99,0.9754
resp,ordinary,marvel,0.01364,0.0041021,0.15931,52.408,0.9755
resp,ordinary,s,0.0096228,0.01843,0.11054,135.49,0.9783
resp,ordinary,.,0.0029115,0.00129,0.073551,92.539,0.9770
resp,newline,\n,0.023633,0.012656,0.016061,1.7931,0.9398
resp,newline,\n,0.018778,0.014668,0.042034,0.15089,0.0328
resp,ordinary,L,0.11868,0.025204,0.1494,141.53,0.9780
resp,ordinary,odge,0.085452,0.024273,0.14731,88.981,0.9777
resp,ordinary,the,0.0452,0.020702,0.17659,133.56,0.9760
resp,ordinary,e,0.022704,0.0095378,0.11941,167.96,0.9769
resp,ordinary,in,0.024258,0.027288,0.1415,107.24,0.9764
resp,ordinary,a,0.024297,0.018706,0.14297,87.475,0.9780
resp,ordinary,ry,0.037455,0.013105,0.14884,100.67,0.9774
resp,ordinary,ok,0.063752,0.037172,0.14046,121.48,0.9764
resp,ordinary,an,0.085192,0.047246,0.097961,141.76,0.9760
resp,ordinary,",",0.07198,0.0059766,0.079133,155.88,0.9756
resp,ordinary,a,0.014154,0.022463,0.1348,114.35,0.9764
resp,ordinary,traditional,0.035094,0.0076551,0.091957,64.319,0.9812
resp,ordinary,inn,0.029374,0.0043047,0.12077,73.226,0.9806
resp,ordinary,",",0.065938,0.0025517,0.067392,159.91,0.9759
resp,ordinary,where,0.023317,0.0052481,0.10154,79.41,0.9769
resp,ordinary,t,0.062835,0.011442,0.11481,99.58,0.9788
resp,ordinary,at,0.057487,0.02953,0.16635,133.66,0.9760
resp,ordinary,ami,0.11865,0.03552,0.19053,107.82,0.9765
resp,ordinary,m,0.052419,0.0077163,0.15139,115.71,0.9790
resp,ordinary,ats,0.14211,0.024594,0.13937,111.85,0.9767
resp,ordinary,and,0.0069934,0.0020142,0.18004,160.95,0.9753
resp,ordinary,fut,0.065903,0.0086519,0.16597,29.814,0.9808
resp,ordinary,ons,0.18051,0.04393,0.031084,115.85,0.9779
resp,ordinary,await,0.0091725,0.0077803,0.16934,74.29,0.9803
resp,ordinary,.,0.016837,0.0034418,0.068098,46.763,0.9772
resp,newline,\n,0.02885,0.018399,0.016793,0.37815,0.4036
resp,newline,\n,0.021988,0.018538,0.044982,0.15653,0.0745
resp,ordinary,Vis,0.025282,0.0021455,0.22798,49.757,0.9801
resp,ordinary,it,0.048272,0.0044559,0.067393,137.64,0.9761
resp,ordinary,the,0.049902,0.0062761,0.19886,118.34,0.9767
resp,ordinary,Imperial,0.019747,0.0045075,0.13353,57.918,0.9745
resp,ordinary,Palace,0.059281,0.020998,0.11649,68.764,0.9775
resp,ordinary,",",0.010523,0.0025912,0.10842,133.56,0.9760
resp,ordinary,where,0.025881,0.010045,0.13498,64.742,0.9765
resp,ordinary,the,0.015875,0.0024924,0.1526,101.26,0.9747
resp,ordinary,Emperor,0.070454,0.0038438,0.10483,78.144,0.9820
resp,ordinary,res,0.044796,0.019102,0.13803,73.922,0.9760
resp,ordinary,ides,0.076714,0.0015701,0.015468,100.06,0.9793
resp,ordinary,",",0.028592,0.0017372,0.077264,153.85,0.9759
resp,ordinary,and,0.0087271,0.02424,0.13138,100.33,0.9737
resp,ordinary,st,0.060875,0.0011039,0.13673,59.553,0.9821
resp,ordinary,roll,0.0048833,0.010204,0.083956,86.384,0.9795
resp,ordinary,through,0.010079,0.0026862,0.13505,76.783,0.9796
resp,ordinary,its,0.017827,0.0052584,0.19587,87.412,0.9793
resp,ordinary,vast,0.0080555,0.020129,0.1473,55.822,0.9790
resp,ordinary,gardens,0.073669,0.0026047,0.098074,61.853,0.9795
resp,ordinary,.,0.0010463,0.008963,0.10839,55.323,0.9786
resp,newline,\n,0.022993,0.018394,0.020193,0.17769,0.4644
resp,newline,\n,0.019504,0.017529,0.038343,0.15921,0.0998
resp,ordinary,In,0.029371,0.014574,0.11864,70.249,0.9766
resp,ordinary,the,0.029931,0.014427,0.14762,70.861,0.9749
resp,ordinary,district,0.016104,0.0028037,0.065047,57.277,0.9804
resp,ordinary,of,0.038017,0.015987,0.12981,145.71,0.9768
resp,ordinary,As,0.0016486,0.01128,0.1802,66.126,0.9800
resp,ordinary,ak,0.094281,0.011063,0.16368,113.39,0.9762
resp,ordinary,usa,0.03668,0.00073912,0.18336,63.446,0.9784
resp,ordinary,",",0.050677,0.0054907,0.10028,160.84,0.9767
resp,ordinary,seek,0.0079828,0.0055505,0.11814,61.646,0.9786
resp,ordinary,out,0.053084,0.022016,0.11939,97.138,0.9769
resp,ordinary,S,0.018124,0.0095228,0.18763,105.1,0.9780
resp,ordinary,enso,0.20291,0.064767,0.14701,91.741,0.9735
resp,ordinary,-,0.030403,0.0013868,0.16981,98.479,0.9799
resp,ordinary,ji,0.095971,0.033098,0.12842,107.67,0.9788
resp,ordinary,",",0.0040257,0.0042432,0.085821,137.58,0.9764
resp,ordinary,the,0.031075,0.014276,0.15538,72.848,0.9759
resp,ordinary,oldest,2.3163e-05,0.0053416,0.11204,53.581,0.9770
resp,ordinary,temple,0.025619,0.0024245,0.10096,73.648,0.9810
resp,ordinary,in,0.0090124,0.00063566,0.1152,109.78,0.9762
resp,ordinary,Tokyo,0.05465,0.016529,0.057063,56.703,0.9813
resp,ordinary,",",0.071184,0.0035651,0.070653,154.8,0.9765
resp,ordinary,and,0.0042042,0.0051096,0.12808,134.72,0.9746
resp,ordinary,pray,0.022831,0.0034632,0.089844,34.579,0.9799
