part,kind,token,ov_iso,ov_white,ov_row,err,err_rowshare
resp,ordinary, the,0.033295,0.011559,0.37513,0.53468,0.3616
resp,ordinary, son,0.074644,0.013099,0.32171,0.50135,0.1985
resp,ordinary, of,0.12614,0.013349,0.26792,0.60858,0.1972
resp,ordinary, Raymond,0.15445,0.024882,0.1123,0.47126,0.0684
resp,ordinary, II,0.14199,0.0091872,0.39946,0.61392,0.1121
resp,ordinary, Count,0.16076,0.020888,0.036891,0.49605,0.0051
resp,ordinary, of,0.1916,0.024881,0.020244,0.54277,0.0045
resp,ordinary, Trip,0.13315,0.003299,0.0029277,0.44603,0.0167
resp,ordinary,oli,0.11474,0.0014157,0.029346,0.60829,0.0046
resp,ordinary, and,0.056772,0.010557,0.10712,0.26571,0.1963
resp,ordinary, H,0.071903,0.0044547,0.3635,0.30694,0.2339
resp,ordinary,odi,0.058189,0.0076062,0.25851,0.67709,0.0140
resp,ordinary,erna,0.087989,0.015233,0.17008,0.67762,0.0609
resp,ordinary, of,0.078387,0.020863,0.17853,0.39439,0.0037
resp,ordinary, Jerusalem,0.19143,0.035443,0.36002,0.48558,0.2075
resp,ordinary,.\n\n,0.051514,0.009611,0.083442,0.27608,0.0011
resp,ordinary,**,0.14879,0.029311,0.10329,0.49577,0.0107
resp,ordinary,Early,0.1427,0.023634,0.12066,0.4232,0.0003
resp,ordinary, Life,0.20706,0.047306,0.6303,0.96665,0.2916
resp,ordinary, and,0.057534,0.003859,0.15353,0.36032,0.2282
resp,ordinary, Success,0.15392,0.024348,0.18309,0.49765,0.0963
resp,ordinary,ion,0.074262,0.015715,0.34574,0.80726,0.1628
resp,ordinary,**\n\n,0.039989,0.0092909,0.17632,0.45883,0.0394
resp,ordinary,Ray,0.19272,0.037936,0.19054,0.49146,0.0979
resp,ordinary,mond,0.19951,0.025465,0.087381,0.70296,0.1272
resp,ordinary, III,0.084616,0.0010103,0.37668,0.51532,0.0231
resp,ordinary, was,0.065917,0.0055769,0.056263,0.26864,0.0317
resp,ordinary, born,0.090552,0.02475,0.59825,0.81335,0.3497
resp,ordinary, in,0.12831,0.013379,0.41443,0.63859,0.2745
resp,ordinary, ,0.11908,0.0075916,0.47167,0.57727,0.3865
resp,ordinary,114,0.20828,0.036419,0.26614,0.42904,0.0800
resp,ordinary,0,0.21701,0.012044,0.35491,0.71168,0.2231
resp,ordinary, and,0.11417,0.022812,0.10083,0.26492,0.0114
resp,ordinary, was,0.10084,0.0051564,0.076712,0.29349,0.0003
resp,ordinary, the,0.079847,0.0051362,0.27833,0.40721,0.3029
resp,ordinary, heir,0.024718,0.014882,0.31817,0.64793,0.1240
resp,ordinary, to,0.17885,0.0333,0.076444,0.81259,0.1795
resp,ordinary, the,0.069661,0.012234,0.33601,0.5219,0.2672
resp,ordinary, County,0.15765,0.029716,0.1823,0.39055,0.1176
resp,ordinary, of,0.19415,0.020328,0.21302,0.53964,0.1159
resp,ordinary, Trip,0.14685,0.01232,0.019676,0.44505,0.0124
resp,ordinary,oli,0.10635,0.0012329,0.044558,0.61191,0.0022
resp,ordinary,.,0.051347,0.019692,0.13592,0.37675,0.3041
resp,ordinary, He,0.1295,0.014104,0.0534,0.3484,0.1857
resp,ordinary, succeeded,0.15307,0.020425,0.19653,0.54173,0.0376
resp,ordinary, his,0.078107,0.0012302,0.027368,0.3352,0.0836
resp,ordinary, father,0.15483,0.02473,0.1957,0.49299,0.2642
resp,ordinary, in,0.090332,0.009681,0.050406,0.41429,0.0900
resp,ordinary, ,0.089029,0.0055788,0.31193,0.38053,0.3626
resp,ordinary,115,0.15685,0.016059,0.32128,0.42367,0.1256
resp,ordinary,2,0.15412,0.027201,0.27278,0.60134,0.0229
resp,ordinary, and,0.086791,0.017405,0.12629,0.26262,0.0553
resp,ordinary, was,0.063606,0.0012611,0.089872,0.28173,0.0147
resp,ordinary, recognized,0.13254,0.013376,0.16147,0.45124,0.0647
resp,ordinary, as,0.07854,0.0051985,0.17426,0.44225,0.1225
resp,ordinary, the,0.044939,0.0052698,0.27246,0.33418,0.2453
resp,ordinary, ruler,0.17211,0.051094,0.016791,0.48323,0.0176
resp,ordinary, of,0.096807,0.0019775,0.25545,0.56117,0.0775
resp,ordinary, the,0.049893,0.019716,0.48033,0.60532,0.2908
resp,ordinary, county,0.14427,0.01895,0.20076,0.42331,0.2861
resp,ordinary, by,0.045832,0.0051914,0.16031,0.30291,0.0152
resp,ordinary, the,0.091476,0.014651,0.33728,0.395,0.2372
resp,ordinary, Crus,0.14129,0.014977,0.31287,0.50966,0.0360
resp,ordinary,ader,0.16529,0.016573,0.0061667,0.5786,0.0014
resp,ordinary, Kingdom,0.17333,0.025997,0.094798,0.51401,0.0052
resp,ordinary, of,0.10585,0.0068424,0.34693,0.56283,0.0628
resp,ordinary, Jerusalem,0.22478,0.037076,0.40934,0.65549,0.2738
resp,ordinary,.,0.033824,0.013067,0.042902,0.22297,0.0566
resp,ordinary, He,0.069978,0.00018033,0.021249,0.27096,0.0416
resp,ordinary, was,0.10683,0.00015836,0.0039367,0.26614,0.0002
resp,ordinary, a,0.099255,0.00073184,0.24831,0.4382,0.3641
resp,ordinary, member,0.11759,0.013946,0.24157,0.50181,0.2255
resp,ordinary, of,0.077554,0.011098,0.11467,0.46344,0.0321
resp,ordinary, the,0.046961,0.015679,0.38174,0.44211,0.2372
resp,ordinary, nob,0.091021,0.014171,0.064647,0.50706,0.0095
resp,ordinary,ility,0.10348,0.016865,0.52543,0.96428,0.2361
resp,ordinary, and,0.04723,0.0049332,0.29462,0.45589,0.2782
resp,ordinary, held,0.081733,0.00096429,0.12376,0.34592,0.0304
resp,ordinary, significant,0.14564,0.016424,0.052133,0.38715,0.0178
resp,ordinary, power,0.079194,0.01192,0.030477,0.37143,0.0498
resp,ordinary, in,0.040859,0.0065268,0.1307,0.243,0.0008
resp,ordinary, the,0.056531,0.015484,0.28693,0.33697,0.2463
resp,ordinary, region,0.10611,0.02422,0.00083629,0.38009,0.0583
resp,ordinary,.\n\n,0.064123,0.009811,0.016321,0.29708,0.0296
resp,ordinary,**,0.16635,0.036373,0.011626,0.50697,0.0002
resp,ordinary,Military,0.11963,0.017396,0.22592,0.52863,0.1198
resp,ordinary, Campaign,0.11005,0.017739,0.27659,0.73613,0.2101
resp,ordinary,s,0.22799,0.055155,0.49901,0.78371,0.1630
prompt,template,<|begin_of_text|>,480.9,337.5,22.457,43.18,0.4205
prompt,ordinary,<|start_header_id|>,0.033327,0.13299,0.57481,0.98791,0.1525
prompt,ordinary,system,0.1032,0.012298,0.82789,1.1321,0.2833
prompt,ordinary,<|end_header_id|>,0.25771,0.042866,0.85039,4.4703,0.2002
prompt,newline,\n\n,0.077603,0.033853,1.1915,1.8491,0.3682
prompt,ordinary,Cut,0.14646,0.019273,0.3496,0.62224,0.1893
prompt,ordinary,ting,0.12268,0.021812,0.37616,0.67893,0.1420
prompt,ordinary, Knowledge,0.31243,0.057261,0.67938,0.88972,0.2955
prompt,ordinary, Date,0.26165,0.060775,0.767,0.84499,0.3556
prompt,ordinary,:,0.085651,0.023467,0.53847,0.87973,0.3087
prompt,ordinary, December,0.15564,0.040612,0.26034,0.59889,0.1766
prompt,ordinary, ,0.10088,0.016521,0.81628,1.0601,0.4243
prompt,ordinary,202,0.23368,0.030614,0.49937,0.4733,0.1216
prompt,ordinary,3,0.15586,0.025121,0.60627,0.6794,0.2575
prompt,newline,\n,0.019317,0.0016689,0.40376,0.64841,0.2498
prompt,ordinary,Today,0.26649,0.045824,0.051594,0.56435,0.2518
prompt,ordinary, Date,0.32427,0.078566,0.16622,0.57281,0.0088
prompt,ordinary,:,0.22877,0.043744,0.59137,0.82614,0.2871
prompt,ordinary, ,0.13205,0.024008,0.7075,0.97171,0.3417
prompt,ordinary,26,0.11441,0.012458,0.42683,0.54622,0.2391
prompt,ordinary, Jul,0.25059,0.050363,0.006719,0.44197,0.0000
prompt,ordinary, ,0.098155,0.0015886,0.45047,0.66413,0.2887
prompt,ordinary,202,0.28414,0.015684,0.25231,0.46597,0.1166
prompt,ordinary,4,0.13267,0.019096,0.24188,0.525,0.0000
prompt,newline,\n\n,0.078375,0.0015787,0.2912,0.65238,0.3289
prompt,template,<|eot_id|>,0.00843,0.0088327,0.48026,2.0195,0.3313
prompt,ordinary,<|start_header_id|>,0.026481,0.012783,0.67165,2.8516,0.3274
prompt,ordinary,user,0.09717,0.042398,0.35767,0.59664,0.0410
prompt,ordinary,<|end_header_id|>,0.01502,0.0050257,0.42332,2.5517,0.3271
prompt,newline,\n\n,0.011012,0.013837,0.51698,1.0875,0.4011
prompt,ordinary,I,0.18284,0.03325,0.15686,0.59433,0.1921
prompt,ordinary, am,0.2334,0.031182,0.25086,0.34692,0.0004
prompt,ordinary, planning,0.19181,0.032881,0.40517,0.62817,0.2360
prompt,ordinary, a,0.21591,0.026569,0.6214,0.79438,0.3801
prompt,ordinary, trip,0.18885,0.035943,0.51794,0.5969,0.2474
prompt,ordinary, to,0.15697,0.016957,0.71162,1.0849,0.3813
prompt,ordinary, Japan,0.14874,0.055023,0.28794,0.43013,0.1726
prompt,ordinary,",",0.043442,0.019428,0.48799,0.66572,0.4107
prompt,ordinary, and,0.19234,0.041479,0.21241,0.30171,0.1245
prompt,ordinary, I,0.15493,0.0062686,0.35538,0.33336,0.1743
prompt,ordinary, would,0.17964,0.012601,0.30422,0.33119,0.1140
prompt,ordinary, like,0.14673,0.0016356,0.24126,0.49574,0.1709
prompt,ordinary, thee,0.24456,0.043537,0.079033,0.65594,0.1078
prompt,ordinary, to,0.098475,0.003641,0.38983,0.59708,0.2964
prompt,ordinary, write,0.098514,0.019495,0.051084,0.30196,0.1153
prompt,ordinary, an,0.2341,0.018165,0.38953,0.5349,0.2634
prompt,ordinary, itinerary,0.28,0.051519,0.080345,0.47495,0.0040
prompt,ordinary, for,0.2193,0.035263,0.34946,0.60643,0.1882
prompt,ordinary, my,0.13947,0.0032024,0.2315,0.28624,0.0047
prompt,ordinary, journey,0.1673,0.026924,0.38845,0.42425,0.0959
prompt,ordinary, in,0.169,0.024764,0.2796,0.28981,0.0593
prompt,ordinary, a,0.16528,0.0034905,0.62943,0.59084,0.3592
prompt,ordinary, Shakespeare,0.15101,0.02702,0.19315,0.49693,0.0910
prompt,ordinary,an,0.042101,0.0086164,0.52724,0.73212,0.1307
prompt,ordinary, style,0.13934,0.02432,0.14071,0.3972,0.0167
prompt,ordinary,.,0.26811,0.056514,0.065587,0.3511,0.2193
prompt,ordinary, You,0.37698,0.055732,0.014404,0.33444,0.1332
prompt,ordinary, are,0.19937,0.021193,0.13917,0.27426,0.0118
prompt,ordinary, not,0.19962,0.014607,0.13698,0.29061,0.0036
prompt,ordinary, allowed,0.18494,0.0050076,0.19209,0.46952,0.0854
prompt,ordinary, to,0.13407,0.0079303,0.28972,0.47847,0.1342
prompt,ordinary, use,0.096119,0.030711,0.225,0.30407,0.1811
prompt,ordinary, any,0.14991,0.005912,0.16727,0.36617,0.2213
prompt,ordinary, commas,0.15667,0.055662,0.070999,0.50038,0.0006
prompt,ordinary, in,0.12162,0.022756,0.33188,0.39943,0.2071
prompt,ordinary, your,0.15004,0.0057704,0.19592,0.24533,0.0167
prompt,ordinary, response,0.12974,0.0096605,0.34391,0.40246,0.0640
prompt,ordinary,.,0.14815,0.02001,0.0063071,0.30352,0.1255
prompt,template,<|eot_id|>,0.059739,0.022654,0.60051,2.16,0.3425
prompt,ordinary,<|start_header_id|>,0.094982,0.030561,0.8723,2.9459,0.3231
prompt,ordinary,assistant,0.046157,0.0013833,0.11255,0.63166,0.0179
prompt,ordinary,<|end_header_id|>,0.090975,0.024363,0.61987,2.6959,0.3448
prompt,newline,\n\n,0.079285,0.023039,0.27236,0.52777,0.2142
resp,ordinary,Fair,0.088952,0.0098359,0.18273,0.73562,0.2578
resp,ordinary, traveler,0.19212,0.049045,0.19095,0.50752,0.0044
resp,ordinary, thou,0.051067,0.011473,0.18157,0.54987,0.0002
resp,ordinary, see,0.11981,0.029058,0.28638,0.39411,0.0276
resp,ordinary,kest,0.045494,0.0032712,0.26864,0.75405,0.0599
resp,ordinary, a,0.025581,0.0036468,0.4775,0.58145,0.3218
resp,ordinary, journey,0.086035,0.010637,0.33422,0.42134,0.0581
resp,ordinary, to,0.083452,0.01604,0.41288,0.58006,0.3012
resp,ordinary, Japan,0.092328,0.029708,0.19674,0.35153,0.0604
resp,ordinary,'s,0.061307,0.010219,0.54956,0.63218,0.3123
resp,ordinary, land,0.13437,0.036473,0.38388,0.62903,0.2484
resp,newline,\n,0.059187,0.017111,0.34061,0.60301,0.3158
resp,ordinary,Of,0.12208,0.0032815,0.0087537,0.64935,0.2000
resp,ordinary, cherry,0.16894,0.026127,0.070883,0.42118,0.0398
resp,ordinary, bloss,0.18231,0.031215,0.11303,0.67621,0.0355
resp,ordinary,oms,0.18473,0.05695,0.4894,0.76806,0.1614
resp,ordinary, and,0.027117,0.0014637,0.26138,0.2269,0.0003
resp,ordinary, serene,0.092349,0.0040184,0.093037,0.52715,0.0357
resp,ordinary, landscapes,0.027964,0.012995,0.29465,0.45453,0.1011
resp,ordinary, so,0.050715,0.0041436,0.02864,0.42718,0.2874
resp,ordinary, grand,0.086207,0.013617,0.074329,0.38687,0.0046
resp,newline,\n,0.049617,0.009865,0.43199,0.60521,0.2960
resp,ordinary,Here,0.17829,0.020555,0.35522,1.1454,0.3590
resp,ordinary,'s,0.14543,0.0082505,0.12234,0.41752,0.0010
resp,ordinary, an,0.028948,0.020629,0.32147,0.43591,0.2288
resp,ordinary, itinerary,0.14615,0.016779,0.0035375,0.52584,0.0563
resp,ordinary, for,0.10512,0.017378,0.2179,0.54852,0.1484
resp,ordinary, thee,0.23988,0.029606,0.019685,0.71678,0.0940
resp,ordinary, to,0.07107,0.0029025,0.34954,0.49278,0.2758
resp,ordinary, follow,0.15787,0.042264,0.15354,0.32137,0.0176
resp,ordinary, with,0.1215,0.0086202,0.11664,0.31541,0.0633
resp,ordinary, care,0.1244,0.01336,0.033349,0.376,0.0362
resp,newline,\n,0.075457,0.0192,0.3477,0.46119,0.1725
resp,ordinary,A,0.16988,0.01323,0.19442,0.70473,0.2947
resp,ordinary, path,0.097211,0.031992,0.17443,0.41778,0.0504
resp,ordinary, of,0.3042,0.038679,0.55324,0.61011,0.0289
resp,ordinary, wonder,0.089805,0.0020755,0.015416,0.41885,0.0571
resp,ordinary, and,0.080571,0.0032234,0.27136,0.39411,0.2511
resp,ordinary, discovery,0.096177,0.0098861,0.31512,0.52423,0.0383
resp,ordinary, to,0.082103,0.0090876,0.29803,0.44974,0.3126
resp,ordinary, share,0.085698,0.014097,0.0027292,0.32345,0.2003
resp,newline,\n\n,0.05687,0.01653,0.1351,0.32707,0.0199
resp,ordinary,Day,0.11224,0.030666,0.037217,0.37361,0.0074
resp,ordinary, one,0.1115,0.0085989,0.26717,0.57825,0.1847
resp,ordinary, thou,0.11417,0.015308,0.0084296,0.5678,0.1007
resp,ordinary, shalt,0.095717,0.0074366,0.033145,0.59473,0.0358
resp,ordinary, arrive,0.061163,0.033556,0.073501,0.42356,0.0073
resp,ordinary, in,0.055978,0.0035883,0.25725,0.43616,0.1423
resp,ordinary, Tokyo,0.091836,0.016562,0.18976,0.39419,0.0357
resp,ordinary,'s,0.082626,0.0032365,0.38324,0.34864,0.0541
resp,ordinary, bustling,0.028866,0.0053187,0.040869,0.53764,0.0604
resp,ordinary, streets,0.14808,0.017179,0.015734,0.53183,0.1170
resp,newline,\n,0.070902,0.013029,0.23615,0.40893,0.0714
resp,ordinary,Where,0.16315,0.0013081,0.036433,0.49039,0.1489
resp,ordinary, neon,0.10035,0.021084,0.042095,0.51165,0.0082
resp,ordinary, lights,0.11967,0.014596,0.1868,0.50829,0.0160
resp,ordinary, and,0.027944,0.0034049,0.02927,0.23745,0.1137
resp,ordinary, ancient,0.10288,0.0044194,0.088619,0.40118,0.0552
resp,ordinary, temples,0.10871,0.0047526,0.13949,0.43844,0.0096
resp,ordinary, meet,0.1582,0.027486,0.040722,0.52636,0.2363
resp,newline,\n,0.10246,0.017661,0.21009,0.43684,0.1047
resp,ordinary,Visit,0.12631,0.027704,0.10405,0.6521,0.2180
resp,ordinary, the,0.12636,0.015226,0.074285,0.31885,0.0313
resp,ordinary, famous,0.17231,0.030497,0.19648,0.61598,0.2948
resp,ordinary, Shib,0.20585,0.040311,0.2211,0.4572,0.0007
resp,ordinary,uya,0.15181,0.035031,0.08373,0.62761,0.0005
resp,ordinary, Crossing,0.18288,0.004843,0.11673,0.5396,0.0038
resp,ordinary, where,0.12821,0.0015126,0.12119,0.42889,0.1869
